ID_Caso,Fecha_Ingreso,Sucursal_Propietaria,Ejecutivo,Tipificacion,Subtipificacion,Dias_Cartera,Estado,Prioridad,Canal_Ingreso,Monto_Compra,Cumple_SLA_7_dias,M20,Contacto_Cliente,Escalado,Resultado_Gestion
CASO-100341,2026-07-24,Quilicura,Ejecutivo_10,Servicio adicional,Instalación,27,Pendiente,Media,Web,24643,No,Sí,Sí,Sí,En seguimiento
CASO-100342,2026-07-17,Maipú,Ejecutivo_08,Anulación de compra,Solicitud cliente,34,Pendiente,Baja,App,43967,No,Sí,Sí,Sí,Pendiente información
CASO-100343,2026-08-08,Ñuñoa,Ejecutivo_14,Devolución,Recepcionado,12,Pendiente,Alta,Web,234922,No,No,Sí,Sí,En seguimiento
CASO-100344,2026-08-13,Puente Alto,Ejecutivo_08,Devolución,Recepcionado,7,Pendiente,Baja,Call Center,108535,Sí,No,Sí,No,Cliente contactado
CASO-100345,2026-08-10,Santiago Centro,Ejecutivo_03,Retraso en la entrega,Sin nueva fecha,10,Pendiente,Media,Tienda,45733,No,No,Sí,No,En seguimiento
CASO-100346,2026-08-03,Santiago Centro,Ejecutivo_12,Problema de facturación,Cobro incorrecto,17,Cerrado,Media,Call Center,220075,No,No,Sí,No,Resuelto
CASO-100347,2026-07-25,Las Condes,Ejecutivo_12,Producto defectuoso,Cambio,26,Pendiente,Media,Tienda,39808,No,Sí,No,No,Pendiente información
CASO-100348,2026-07-30,Ñuñoa,Ejecutivo_14,Servicio adicional,Despacho adicional,21,Escalado,Media,App,203360,No,Sí,No,Sí,Resuelto
CASO-100349,2026-07-23,Maipú,Ejecutivo_07,Producto no recibido,Despacho en ruta,28,Pendiente,Baja,Tienda,63959,No,Sí,Sí,Sí,Derivado
CASO-100350,2026-08-18,Santiago Centro,Ejecutivo_01,Producto no recibido,No entregado,2,Cerrado,Media,Web,137921,Sí,No,Sí,No,Resuelto
CASO-100351,2026-08-19,Providencia,Ejecutivo_01,Servicio adicional,Armado,1,Pendiente,Baja,Web,73178,Sí,No,Sí,No,Pendiente información
CASO-100352,2026-07-25,Santiago Centro,Ejecutivo_07,Descuento no aplicado,Cupón,26,Pendiente,Media,App,203208,No,Sí,Sí,No,Resuelto
CASO-100353,2026-07-22,La Florida,Ejecutivo_15,Producto defectuoso,Cambio,29,Pendiente,Alta,Tienda,196812,No,Sí,Sí,Sí,Cliente contactado
CASO-100354,2026-07-30,La Florida,Ejecutivo_15,Anulación de compra,Solicitud cliente,21,Escalado,Alta,App,117255,No,Sí,Sí,Sí,Derivado
CASO-100355,2026-08-09,Santiago Centro,Ejecutivo_10,Consulta transaccional,Abono,11,En gestión,Media,Web,91322,No,No,Sí,No,Resuelto
CASO-100356,2026-08-09,Ñuñoa,Ejecutivo_09,Descuento no aplicado,Cupón,11,Cerrado,Baja,Call Center,49565,No,No,Sí,No,Resuelto
CASO-100357,2026-07-16,Las Condes,Ejecutivo_07,Consulta transaccional,Abono,35,Pendiente,Media,App,156255,No,Sí,Sí,Sí,Cliente contactado
CASO-100358,2026-07-17,Santiago Centro,Ejecutivo_10,Consulta transaccional,Estado transacción,34,Pendiente,Media,Call Center,6132,No,Sí,Sí,No,Derivado
CASO-100359,2026-07-27,Puente Alto,Ejecutivo_05,Descuento no aplicado,Convenio,24,Pendiente,Media,Call Center,174331,No,Sí,Sí,Sí,Resuelto
CASO-100360,2026-07-29,Quilicura,Ejecutivo_08,Retraso en la entrega,Entregado,22,Pendiente,Media,Tienda,232684,No,Sí,Sí,No,Cliente contactado
CASO-100361,2026-08-15,Maipú,Ejecutivo_02,Devolución,Recepcionado,5,Cerrado,Media,App,68668,Sí,No,Sí,No,Resuelto
CASO-100362,2026-07-18,Las Condes,Ejecutivo_09,Consulta transaccional,Abono,33,Pendiente,Baja,Call Center,174635,No,Sí,Sí,Sí,En seguimiento
CASO-100363,2026-07-31,Puente Alto,Ejecutivo_06,Descuento no aplicado,Convenio,20,Cerrado,Media,Call Center,228299,No,No,Sí,No,Resuelto
CASO-100364,2026-08-01,Las Condes,Ejecutivo_13,Descuento no aplicado,Convenio,19,Pendiente,Media,Tienda,113835,No,No,Sí,No,Cliente contactado
CASO-100365,2026-07-16,Puente Alto,Ejecutivo_09,Reembolso pendiente,Pendiente banco,35,Escalado,Alta,Tienda,147003,No,Sí,Sí,Sí,Pendiente información
CASO-100366,2026-08-03,Maipú,Ejecutivo_02,Retraso en la entrega,Sin nueva fecha,17,Pendiente,Baja,Web,78169,No,No,No,No,En seguimiento
CASO-100367,2026-07-17,Maipú,Ejecutivo_03,Problema de facturación,Boleta,34,Escalado,Media,Call Center,186711,No,Sí,Sí,No,Resuelto
CASO-100368,2026-08-11,La Florida,Ejecutivo_12,Reembolso pendiente,En validación,9,En gestión,Alta,Web,239385,No,No,No,No,Resuelto
CASO-100369,2026-07-25,Ñuñoa,Ejecutivo_08,Reembolso pendiente,En validación,26,Pendiente,Media,Call Center,194973,No,Sí,Sí,Sí,Derivado
CASO-100370,2026-08-18,Puente Alto,Ejecutivo_01,Servicio adicional,Despacho adicional,2,Pendiente,Media,Web,105417,Sí,No,Sí,No,Cliente contactado
CASO-100371,2026-08-11,Quilicura,Ejecutivo_15,Devolución,Retiro pendiente,9,Cerrado,Media,Tienda,6044,No,No,Sí,No,Resuelto
CASO-100372,2026-08-11,La Florida,Ejecutivo_10,Descuento no aplicado,Promoción,9,Cerrado,Media,App,182763,No,No,Sí,No,Resuelto
CASO-100373,2026-08-03,Puente Alto,Ejecutivo_15,Devolución,En revisión,17,Cerrado,Baja,Tienda,236807,No,No,Sí,No,Resuelto
CASO-100374,2026-08-19,La Florida,Ejecutivo_15,Producto defectuoso,Cambio,1,Cerrado,Media,Web,29363,Sí,No,Sí,No,Resuelto
CASO-100375,2026-07-26,Maipú,Ejecutivo_15,Servicio adicional,Armado,25,Escalado,Baja,Web,51694,No,Sí,No,No,Resuelto
CASO-100376,2026-07-26,Las Condes,Ejecutivo_07,Problema de facturación,Factura,25,Pendiente,Media,App,137654,No,Sí,No,No,Cliente contactado
CASO-100377,2026-07-16,Providencia,Ejecutivo_07,Devolución,Retiro pendiente,35,Pendiente,Media,Call Center,215982,No,Sí,Sí,No,Cliente contactado
CASO-100378,2026-08-17,La Florida,Ejecutivo_13,Producto no recibido,No entregado,3,En gestión,Media,Web,202916,Sí,No,Sí,No,Derivado
CASO-100379,2026-07-21,Puente Alto,Ejecutivo_01,Consulta transaccional,Estado transacción,30,Escalado,Media,Web,26301,No,Sí,Sí,Sí,En seguimiento
CASO-100380,2026-07-17,Puente Alto,Ejecutivo_09,Producto defectuoso,Garantía,34,Pendiente,Baja,Web,79329,No,Sí,Sí,Sí,Pendiente información
CASO-100381,2026-08-08,Providencia,Ejecutivo_08,Retraso en la entrega,Entregado,12,Pendiente,Media,App,6620,No,No,No,No,En seguimiento
CASO-100382,2026-08-01,Ñuñoa,Ejecutivo_04,Problema de facturación,Cobro incorrecto,19,Pendiente,Media,Tienda,67224,No,No,No,No,En seguimiento
CASO-100383,2026-08-03,Quilicura,Ejecutivo_10,Producto defectuoso,Garantía,17,En gestión,Media,Web,192727,No,No,No,No,Cliente contactado
CASO-100384,2026-08-10,Maipú,Ejecutivo_11,Consulta transaccional,Estado transacción,10,En gestión,Baja,App,100419,No,No,Sí,No,Cliente contactado
CASO-100385,2026-08-08,Puente Alto,Ejecutivo_05,Servicio adicional,Despacho adicional,12,En gestión,Media,Web,173606,No,No,Sí,No,Cliente contactado
CASO-100386,2026-08-04,Santiago Centro,Ejecutivo_02,Consulta transaccional,Pago,16,En gestión,Baja,Call Center,125050,No,No,Sí,No,En seguimiento
CASO-100387,2026-07-27,Las Condes,Ejecutivo_13,Reembolso pendiente,En validación,24,Pendiente,Media,App,239568,No,Sí,No,Sí,Pendiente información
CASO-100388,2026-08-01,La Florida,Ejecutivo_09,Consulta transaccional,Abono,19,Pendiente,Alta,Web,175462,No,No,Sí,No,Cliente contactado
CASO-100389,2026-08-12,Ñuñoa,Ejecutivo_15,Reembolso pendiente,En validación,8,Cerrado,Media,App,207701,No,No,Sí,No,Resuelto
CASO-100390,2026-07-20,Quilicura,Ejecutivo_12,Servicio adicional,Armado,31,Pendiente,Media,Web,60856,No,Sí,Sí,Sí,Pendiente información
CASO-100391,2026-07-30,Providencia,Ejecutivo_12,Anulación de compra,Error compra,21,Pendiente,Media,Tienda,185324,No,Sí,No,No,Resuelto
CASO-100392,2026-08-03,Las Condes,Ejecutivo_06,Reembolso pendiente,Pendiente banco,17,Cerrado,Alta,Web,60809,No,No,Sí,Sí,Resuelto
CASO-100393,2026-07-28,Maipú,Ejecutivo_03,Retraso en la entrega,Sin nueva fecha,23,Pendiente,Baja,App,27259,No,Sí,Sí,Sí,Cliente contactado
CASO-100394,2026-08-04,Ñuñoa,Ejecutivo_12,Consulta transaccional,Estado transacción,16,En gestión,Baja,Call Center,25655,No,No,No,No,Derivado
CASO-100395,2026-08-14,Quilicura,Ejecutivo_07,Consulta transaccional,Pago,6,Pendiente,Media,Call Center,169077,Sí,No,No,No,Cliente contactado
CASO-100396,2026-08-12,La Florida,Ejecutivo_09,Retraso en la entrega,Entregado,8,En gestión,Media,Call Center,167701,No,No,Sí,No,En seguimiento
CASO-100397,2026-07-26,La Florida,Ejecutivo_03,Producto no recibido,Despacho en ruta,25,Escalado,Alta,Web,159682,No,Sí,Sí,No,En seguimiento
CASO-100398,2026-08-02,Providencia,Ejecutivo_02,Descuento no aplicado,Promoción,18,Pendiente,Alta,Tienda,193256,No,No,No,Sí,Pendiente información
CASO-100399,2026-07-26,Santiago Centro,Ejecutivo_07,Anulación de compra,Error compra,25,Pendiente,Media,Web,26602,No,Sí,No,No,En seguimiento
CASO-100400,2026-08-08,Providencia,Ejecutivo_07,Problema de facturación,Factura,12,Pendiente,Baja,Call Center,90945,No,No,Sí,No,Cliente contactado
CASO-100401,2026-08-05,Maipú,Ejecutivo_04,Reembolso pendiente,Pendiente sistema,15,Pendiente,Media,App,147182,No,No,Sí,No,Resuelto
CASO-100402,2026-07-25,Ñuñoa,Ejecutivo_11,Retraso en la entrega,Entregado,26,Escalado,Alta,Call Center,142145,No,Sí,Sí,Sí,Cliente contactado
CASO-100403,2026-07-25,Ñuñoa,Ejecutivo_09,Servicio adicional,Armado,26,Pendiente,Media,App,105846,No,Sí,No,Sí,Pendiente información
CASO-100404,2026-07-19,Puente Alto,Ejecutivo_14,Reembolso pendiente,En validación,32,Escalado,Media,Tienda,85818,No,Sí,Sí,Sí,En seguimiento
CASO-100405,2026-08-10,Santiago Centro,Ejecutivo_08,Descuento no aplicado,Promoción,10,En gestión,Media,App,146267,No,No,Sí,No,Resuelto
CASO-100406,2026-08-04,Santiago Centro,Ejecutivo_13,Servicio adicional,Despacho adicional,16,Cerrado,Media,Web,6537,No,No,Sí,No,Resuelto
CASO-100407,2026-08-13,Ñuñoa,Ejecutivo_13,Producto defectuoso,Evaluación técnica,7,En gestión,Media,Web,153210,Sí,No,No,No,Resuelto
CASO-100408,2026-08-03,Ñuñoa,Ejecutivo_01,Consulta transaccional,Pago,17,Pendiente,Alta,Web,180400,No,No,Sí,No,Resuelto
CASO-100409,2026-07-28,Las Condes,Ejecutivo_01,Producto defectuoso,Evaluación técnica,23,Escalado,Alta,App,182274,No,Sí,Sí,Sí,Cliente contactado
CASO-100410,2026-07-25,Quilicura,Ejecutivo_05,Reembolso pendiente,En validación,26,Pendiente,Baja,Web,176236,No,Sí,Sí,No,Derivado
CASO-100411,2026-07-30,Las Condes,Ejecutivo_06,Descuento no aplicado,Promoción,21,Pendiente,Media,Web,131545,No,Sí,Sí,Sí,Pendiente información
CASO-100412,2026-07-29,Las Condes,Ejecutivo_03,Anulación de compra,Error compra,22,Escalado,Alta,Web,94743,No,Sí,Sí,Sí,Pendiente información
CASO-100413,2026-08-13,Santiago Centro,Ejecutivo_13,Reembolso pendiente,Pendiente banco,7,Pendiente,Media,Tienda,190731,Sí,No,Sí,No,Resuelto
CASO-100414,2026-08-06,Puente Alto,Ejecutivo_09,Retraso en la entrega,Nueva fecha disponible,14,En gestión,Alta,App,91155,No,No,Sí,No,Resuelto
CASO-100415,2026-08-05,La Florida,Ejecutivo_12,Devolución,Recepcionado,15,Cerrado,Media,App,185764,No,No,No,No,Resuelto
CASO-100416,2026-08-13,Las Condes,Ejecutivo_10,Reembolso pendiente,Pendiente banco,7,En gestión,Baja,Call Center,125198,Sí,No,Sí,No,Derivado
CASO-100417,2026-08-11,Puente Alto,Ejecutivo_14,Consulta transaccional,Abono,9,Cerrado,Media,App,160917,No,No,Sí,No,Resuelto
CASO-100418,2026-08-12,Providencia,Ejecutivo_15,Consulta transaccional,Abono,8,En gestión,Media,Tienda,94846,No,No,Sí,No,En seguimiento
CASO-100419,2026-07-28,Maipú,Ejecutivo_06,Reembolso pendiente,Pendiente sistema,23,Pendiente,Media,App,239507,No,Sí,Sí,Sí,Derivado
CASO-100420,2026-07-22,Las Condes,Ejecutivo_04,Servicio adicional,Armado,29,Escalado,Media,Tienda,35562,No,Sí,Sí,Sí,Pendiente información
CASO-100421,2026-08-02,Providencia,Ejecutivo_12,Devolución,Retiro pendiente,18,En gestión,Baja,Tienda,33036,No,No,No,No,En seguimiento
CASO-100422,2026-07-20,La Florida,Ejecutivo_07,Retraso en la entrega,Sin nueva fecha,31,Escalado,Baja,App,196824,No,Sí,Sí,Sí,Derivado
CASO-100423,2026-07-21,Maipú,Ejecutivo_08,Reembolso pendiente,Pendiente sistema,30,Pendiente,Alta,Call Center,79233,No,Sí,Sí,Sí,En seguimiento
CASO-100424,2026-07-16,Maipú,Ejecutivo_09,Servicio adicional,Armado,35,Escalado,Baja,Web,88049,No,Sí,No,Sí,Resuelto
CASO-100425,2026-08-02,La Florida,Ejecutivo_13,Consulta transaccional,Pago,18,En gestión,Media,Web,244647,No,No,Sí,No,Cliente contactado
CASO-100426,2026-08-03,Las Condes,Ejecutivo_11,Consulta transaccional,Pago,17,Pendiente,Baja,App,73681,No,No,No,No,Pendiente información
CASO-100427,2026-08-06,Santiago Centro,Ejecutivo_06,Descuento no aplicado,Cupón,14,Cerrado,Media,App,32818,No,No,Sí,No,Resuelto
CASO-100428,2026-07-20,La Florida,Ejecutivo_15,Reembolso pendiente,Pendiente sistema,31,Pendiente,Baja,Tienda,166616,No,Sí,Sí,Sí,Resuelto
CASO-100429,2026-07-27,La Florida,Ejecutivo_06,Devolución,Recepcionado,24,Pendiente,Baja,App,67532,No,Sí,Sí,No,Derivado
CASO-100430,2026-07-16,La Florida,Ejecutivo_08,Producto no recibido,Listo para retiro,35,Escalado,Media,Tienda,214708,No,Sí,Sí,No,En seguimiento
CASO-100431,2026-07-17,Maipú,Ejecutivo_12,Devolución,Retiro pendiente,34,Pendiente,Media,Call Center,62705,No,Sí,Sí,No,Pendiente información
CASO-100432,2026-08-17,Quilicura,Ejecutivo_05,Consulta transaccional,Abono,3,Cerrado,Baja,App,25104,Sí,No,Sí,No,Resuelto
CASO-100433,2026-07-25,Puente Alto,Ejecutivo_14,Consulta transaccional,Pago,26,Pendiente,Baja,Web,129336,No,Sí,Sí,Sí,Derivado
CASO-100434,2026-07-28,Providencia,Ejecutivo_03,Producto defectuoso,Cambio,23,Pendiente,Alta,Web,132904,No,Sí,No,Sí,Pendiente información
CASO-100435,2026-08-05,Santiago Centro,Ejecutivo_12,Consulta transaccional,Pago,15,Pendiente,Media,App,74603,No,No,Sí,No,En seguimiento
CASO-100436,2026-08-16,Las Condes,Ejecutivo_03,Retraso en la entrega,Nueva fecha disponible,4,Pendiente,Media,Tienda,107499,Sí,No,No,No,Resuelto
CASO-100437,2026-07-22,Las Condes,Ejecutivo_13,Problema de facturación,Cobro incorrecto,29,Escalado,Alta,Web,64025,No,Sí,Sí,No,Resuelto
CASO-100438,2026-07-29,Providencia,Ejecutivo_06,Reembolso pendiente,En validación,22,Escalado,Media,Tienda,232336,No,Sí,Sí,Sí,Resuelto
CASO-100439,2026-07-26,Puente Alto,Ejecutivo_02,Devolución,Retiro pendiente,25,Escalado,Media,App,37317,No,Sí,No,No,Pendiente información
CASO-100440,2026-08-07,La Florida,Ejecutivo_06,Problema de facturación,Factura,13,En gestión,Baja,App,167488,No,No,Sí,No,Pendiente información
CASO-100441,2026-08-02,Quilicura,Ejecutivo_13,Servicio adicional,Armado,18,Cerrado,Media,Web,178084,No,No,No,No,Resuelto
CASO-100442,2026-07-18,Santiago Centro,Ejecutivo_06,Producto no recibido,Despacho en ruta,33,Pendiente,Baja,App,110585,No,Sí,Sí,Sí,Pendiente información
CASO-100443,2026-08-04,Las Condes,Ejecutivo_08,Retraso en la entrega,Nueva fecha disponible,16,En gestión,Alta,Call Center,204117,No,No,Sí,Sí,Derivado
CASO-100444,2026-08-18,Providencia,Ejecutivo_07,Devolución,Retiro pendiente,2,Pendiente,Media,Call Center,157472,Sí,No,Sí,No,Cliente contactado
CASO-100445,2026-07-16,Ñuñoa,Ejecutivo_08,Problema de facturación,Factura,35,Pendiente,Media,Web,53270,No,Sí,Sí,No,Derivado
CASO-100446,2026-07-17,Quilicura,Ejecutivo_14,Producto no recibido,Despacho en ruta,34,Pendiente,Media,Call Center,208141,No,Sí,Sí,Sí,Resuelto
CASO-100447,2026-07-21,Providencia,Ejecutivo_09,Producto defectuoso,Cambio,30,Pendiente,Alta,Tienda,124415,No,Sí,Sí,No,Derivado
CASO-100448,2026-08-07,Quilicura,Ejecutivo_06,Retraso en la entrega,Sin nueva fecha,13,Cerrado,Media,Web,185905,No,No,Sí,No,Resuelto
CASO-100449,2026-08-07,Las Condes,Ejecutivo_14,Retraso en la entrega,Nueva fecha disponible,13,Pendiente,Media,Web,199716,No,No,Sí,No,Pendiente información
CASO-100450,2026-08-02,La Florida,Ejecutivo_03,Producto defectuoso,Evaluación técnica,18,En gestión,Media,Tienda,85206,No,No,Sí,No,En seguimiento
CASO-100451,2026-07-19,Ñuñoa,Ejecutivo_10,Reembolso pendiente,Pendiente sistema,32,Escalado,Media,Call Center,74468,No,Sí,Sí,No,En seguimiento
CASO-100452,2026-07-19,Puente Alto,Ejecutivo_03,Producto defectuoso,Garantía,32,Pendiente,Media,Call Center,248971,No,Sí,Sí,No,Resuelto
CASO-100453,2026-07-16,Santiago Centro,Ejecutivo_11,Retraso en la entrega,Entregado,35,Pendiente,Baja,Call Center,195545,No,Sí,No,Sí,Pendiente información
CASO-100454,2026-07-22,Puente Alto,Ejecutivo_12,Retraso en la entrega,Nueva fecha disponible,29,Pendiente,Baja,Web,181881,No,Sí,No,Sí,En seguimiento
CASO-100455,2026-07-22,Puente Alto,Ejecutivo_01,Problema de facturación,Cobro incorrecto,29,Pendiente,Media,Web,174400,No,Sí,Sí,Sí,Resuelto
CASO-100456,2026-08-04,Providencia,Ejecutivo_11,Consulta transaccional,Abono,16,Pendiente,Media,Call Center,172856,No,No,No,No,Pendiente información
CASO-100457,2026-08-10,Quilicura,Ejecutivo_15,Producto no recibido,Listo para retiro,10,Cerrado,Alta,App,28723,No,No,Sí,Sí,Resuelto
CASO-100458,2026-07-21,Santiago Centro,Ejecutivo_13,Producto defectuoso,Garantía,30,Pendiente,Baja,Call Center,65646,No,Sí,No,No,Resuelto
CASO-100459,2026-07-26,Santiago Centro,Ejecutivo_15,Producto no recibido,No entregado,25,Escalado,Alta,Tienda,202327,No,Sí,Sí,Sí,Derivado
CASO-100460,2026-07-31,Las Condes,Ejecutivo_05,Producto defectuoso,Cambio,20,Pendiente,Media,Web,5074,No,No,Sí,No,Pendiente información
CASO-100461,2026-08-15,Las Condes,Ejecutivo_14,Servicio adicional,Instalación,5,En gestión,Media,Tienda,31498,Sí,No,Sí,No,En seguimiento
CASO-100462,2026-08-19,Santiago Centro,Ejecutivo_04,Retraso en la entrega,Entregado,1,Cerrado,Media,Tienda,201594,Sí,No,Sí,No,Resuelto
CASO-100463,2026-07-21,Ñuñoa,Ejecutivo_09,Consulta transaccional,Pago,30,Pendiente,Media,Web,101881,No,Sí,Sí,No,Derivado
CASO-100464,2026-08-17,Maipú,Ejecutivo_15,Problema de facturación,Boleta,3,En gestión,Baja,App,156613,Sí,No,Sí,No,Derivado
CASO-100465,2026-08-06,Las Condes,Ejecutivo_09,Consulta transaccional,Estado transacción,14,Pendiente,Alta,Call Center,50929,No,No,No,Sí,En seguimiento
CASO-100466,2026-07-21,Maipú,Ejecutivo_15,Consulta transaccional,Pago,30,Pendiente,Media,Tienda,128199,No,Sí,Sí,Sí,Pendiente información
CASO-100467,2026-08-16,Providencia,Ejecutivo_14,Consulta transaccional,Abono,4,Cerrado,Alta,Web,236525,Sí,No,Sí,Sí,Resuelto
CASO-100468,2026-08-02,Ñuñoa,Ejecutivo_05,Producto no recibido,No entregado,18,Pendiente,Alta,Tienda,31028,No,No,Sí,Sí,Derivado
CASO-100469,2026-07-26,Santiago Centro,Ejecutivo_10,Producto defectuoso,Cambio,25,Pendiente,Baja,Call Center,34545,No,Sí,Sí,No,Derivado
CASO-100470,2026-08-19,Ñuñoa,Ejecutivo_04,Anulación de compra,Solicitud cliente,1,Pendiente,Media,App,84569,Sí,No,Sí,No,Derivado
CASO-100471,2026-08-05,Las Condes,Ejecutivo_07,Servicio adicional,Armado,15,En gestión,Baja,App,36673,No,No,Sí,No,Cliente contactado
CASO-100472,2026-08-11,Puente Alto,Ejecutivo_15,Devolución,Recepcionado,9,Cerrado,Media,App,167046,No,No,Sí,No,Resuelto
CASO-100473,2026-08-05,Providencia,Ejecutivo_06,Consulta transaccional,Abono,15,Pendiente,Alta,Web,194971,No,No,Sí,Sí,Pendiente información
CASO-100474,2026-07-27,Santiago Centro,Ejecutivo_04,Reembolso pendiente,Pendiente sistema,24,Pendiente,Baja,Web,159169,No,Sí,Sí,No,Pendiente información
CASO-100475,2026-08-16,La Florida,Ejecutivo_13,Producto no recibido,No entregado,4,En gestión,Media,App,107511,Sí,No,No,No,Pendiente información
CASO-100476,2026-08-08,Providencia,Ejecutivo_13,Problema de facturación,Factura,12,Cerrado,Baja,Call Center,98144,No,No,No,No,Resuelto
CASO-100477,2026-08-14,Quilicura,Ejecutivo_15,Devolución,Retiro pendiente,6,Pendiente,Media,Call Center,69824,Sí,No,Sí,No,En seguimiento
CASO-100478,2026-07-27,Maipú,Ejecutivo_10,Anulación de compra,Stock,24,Escalado,Baja,Web,28525,No,Sí,Sí,No,Derivado
CASO-100479,2026-08-09,Ñuñoa,Ejecutivo_02,Reembolso pendiente,Pendiente sistema,11,Pendiente,Alta,App,62804,No,No,Sí,Sí,En seguimiento
CASO-100480,2026-08-07,Santiago Centro,Ejecutivo_01,Anulación de compra,Error compra,13,Cerrado,Media,Call Center,151115,No,No,Sí,No,Resuelto
CASO-100481,2026-07-17,Providencia,Ejecutivo_04,Devolución,Retiro pendiente,34,Pendiente,Baja,Call Center,46846,No,Sí,Sí,No,Resuelto
CASO-100482,2026-07-26,Ñuñoa,Ejecutivo_04,Consulta transaccional,Pago,25,Escalado,Baja,Call Center,82261,No,Sí,Sí,No,Derivado
CASO-100483,2026-08-13,Santiago Centro,Ejecutivo_13,Reembolso pendiente,Pendiente banco,7,En gestión,Baja,Web,238312,Sí,No,No,No,Cliente contactado
CASO-100484,2026-08-16,Las Condes,Ejecutivo_01,Anulación de compra,Solicitud cliente,4,En gestión,Baja,App,243683,Sí,No,Sí,No,En seguimiento
CASO-100485,2026-08-12,Providencia,Ejecutivo_06,Problema de facturación,Factura,8,Pendiente,Baja,Tienda,186299,No,No,Sí,No,Resuelto
CASO-100486,2026-07-31,Las Condes,Ejecutivo_04,Producto defectuoso,Cambio,20,Cerrado,Media,App,189100,No,No,Sí,No,Resuelto
CASO-100487,2026-07-22,Providencia,Ejecutivo_01,Retraso en la entrega,Entregado,29,Pendiente,Media,App,173455,No,Sí,Sí,Sí,Resuelto
CASO-100488,2026-08-10,Las Condes,Ejecutivo_01,Producto defectuoso,Evaluación técnica,10,En gestión,Media,Web,34483,No,No,Sí,No,Cliente contactado
CASO-100489,2026-07-17,Quilicura,Ejecutivo_15,Devolución,Retiro pendiente,34,Pendiente,Media,Call Center,12265,No,Sí,Sí,No,En seguimiento
CASO-100490,2026-07-25,Ñuñoa,Ejecutivo_13,Producto no recibido,Listo para retiro,26,Escalado,Media,Call Center,27763,No,Sí,Sí,No,Resuelto
CASO-100491,2026-08-17,La Florida,Ejecutivo_01,Retraso en la entrega,Entregado,3,Pendiente,Media,Web,211724,Sí,No,Sí,No,Cliente contactado
CASO-100492,2026-08-14,Providencia,Ejecutivo_08,Servicio adicional,Instalación,6,Cerrado,Media,Web,20733,Sí,No,Sí,No,Resuelto
CASO-100493,2026-08-15,Quilicura,Ejecutivo_10,Problema de facturación,Boleta,5,En gestión,Media,Web,117196,Sí,No,Sí,No,Derivado
CASO-100494,2026-08-15,Providencia,Ejecutivo_08,Servicio adicional,Despacho adicional,5,En gestión,Media,Web,96038,Sí,No,Sí,No,En seguimiento
CASO-100495,2026-07-28,Las Condes,Ejecutivo_02,Reembolso pendiente,Pendiente sistema,23,Pendiente,Media,Web,42420,No,Sí,Sí,No,En seguimiento
CASO-100496,2026-08-11,Santiago Centro,Ejecutivo_11,Retraso en la entrega,Entregado,9,En gestión,Media,Tienda,244849,No,No,Sí,No,Derivado
CASO-100497,2026-07-16,Providencia,Ejecutivo_13,Servicio adicional,Despacho adicional,35,Pendiente,Baja,App,145319,No,Sí,No,No,En seguimiento
CASO-100498,2026-07-31,Quilicura,Ejecutivo_07,Servicio adicional,Armado,20,Pendiente,Media,App,159912,No,No,Sí,No,Derivado
CASO-100499,2026-07-16,Las Condes,Ejecutivo_14,Anulación de compra,Stock,35,Pendiente,Media,App,201221,No,Sí,No,No,Derivado
CASO-100500,2026-08-02,Puente Alto,Ejecutivo_08,Producto defectuoso,Garantía,18,Pendiente,Media,Call Center,26058,No,No,No,No,Derivado
CASO-100501,2026-08-03,Las Condes,Ejecutivo_08,Anulación de compra,Solicitud cliente,17,En gestión,Media,Tienda,39929,No,No,Sí,No,Cliente contactado
CASO-100502,2026-07-27,Ñuñoa,Ejecutivo_11,Retraso en la entrega,Entregado,24,Pendiente,Alta,App,220243,No,Sí,Sí,No,Resuelto
CASO-100503,2026-08-17,La Florida,Ejecutivo_10,Retraso en la entrega,Nueva fecha disponible,3,Pendiente,Media,Call Center,227236,Sí,No,No,No,Cliente contactado
CASO-100504,2026-07-19,Puente Alto,Ejecutivo_15,Devolución,Retiro pendiente,32,Pendiente,Media,Tienda,167434,No,Sí,Sí,Sí,Derivado
CASO-100505,2026-07-16,Ñuñoa,Ejecutivo_11,Anulación de compra,Error compra,35,Pendiente,Alta,Tienda,91489,No,Sí,Sí,Sí,Resuelto
CASO-100506,2026-08-07,Ñuñoa,Ejecutivo_13,Descuento no aplicado,Promoción,13,En gestión,Media,Call Center,89664,No,No,No,No,Resuelto
CASO-100507,2026-07-26,Ñuñoa,Ejecutivo_07,Producto defectuoso,Evaluación técnica,25,Pendiente,Baja,Tienda,183428,No,Sí,Sí,No,Derivado
CASO-100508,2026-08-11,Santiago Centro,Ejecutivo_05,Retraso en la entrega,Sin nueva fecha,9,Pendiente,Baja,Call Center,82597,No,No,Sí,No,Resuelto
CASO-100509,2026-08-16,Ñuñoa,Ejecutivo_01,Devolución,Retiro pendiente,4,En gestión,Media,App,11041,Sí,No,Sí,No,Resuelto
CASO-100510,2026-08-06,Santiago Centro,Ejecutivo_12,Anulación de compra,Stock,14,Cerrado,Alta,Call Center,83209,No,No,No,Sí,Resuelto
CASO-100511,2026-07-17,Ñuñoa,Ejecutivo_09,Producto defectuoso,Evaluación técnica,34,Pendiente,Media,Tienda,198026,No,Sí,Sí,Sí,Resuelto
